Unit=111
Time Max.(hh:mm:ss) 05:00:00 
LocalTime Ch1:260RE  Ch2:260ABS Ch3:260FLO Ch4:300RE Ch5:300ABS Ch6:300FLO Ch7:315RE Ch8:315ABS Ch9:315FLO Ch10:370RE Ch11:370ABS Ch12:370FLO 
08:30:23     1638.8 2970.4 1641.1 572.4 1087.0 701.3 1519.0 3748.6 700.0 3384.3 15630.0 1573.7 
08:30:25     1628.9 2972.0 1619.3 573.4 1086.4 716.4 1514.8 3746.6 696.7 3382.0 15628.2 1574.8 
08:30:27     1638.5 2965.0 1627.5 565.1 1084.6 708.0 1521.3 3737.7 710.3 3374.8 15628.1 1567.2 
08:30:29     1625.4 2971.6 1612.5 574.4 1087.6 703.9 1521.6 3747.5 712.9 3374.9 15630.3 1569.3 
08:30:31     1625.9 2970.8 1620.0 576.8 1086.2 715.7 1524.8 3749.1 726.0 3377.1 15630.1 1576.6 
08:30:33     1634.4 2972.8 1613.8 560.2 1087.7 693.9 1516.2 3748.4 707.7 3384.3 15629.9 1569.7 
08:30:35     1635.6 2971.9 1634.2 587.0 1087.2 703.3 1528.1 3748.5 713.3 3370.7 15629.0 1579.3 
08:30:37     1631.2 2972.8 1623.3 563.9 1087.4 719.3 1527.3 3747.4 710.6 3374.5 15629.5 1559.6 
08:30:39     1628.0 2971.5 1625.7 568.0 1087.7 689.6 1523.3 3746.9 707.7 3380.1 15630.6 1571.5 
08:30:41     1634.1 2972.2 1620.2 575.2 1088.3 717.2 1525.7 3746.8 712.0 3376.1 15632.6 1577.0 
08:30:43     1633.8 2972.6 1613.6 576.0 1087.5 706.1 1528.7 3749.7 711.1 3382.0 15629.9 1584.4 
08:30:45     1636.3 2973.4 1617.3 572.6 1088.4 702.3 1514.3 3748.8 716.6 3373.9 15630.1 1558.0 
08:30:47     1630.4 2974.2 1620.6 568.4 1089.2 710.5 1520.8 3746.7 718.0 3372.4 15629.0 1565.3 
08:30:49     1637.3 2972.6 1633.3 576.3 1088.1 701.9 1516.7 3748.8 705.9 3385.1 15632.8 1563.2 
08:30:51     1635.0 2971.5 1633.1 584.3 1089.1 703.9 1522.3 3750.2 715.5 3379.0 15632.0 1569.7 
08:30:53     1640.9 2972.3 1628.7 579.6 1089.4 716.2 1523.0 3748.3 703.3 3372.8 15628.6 1577.6 
08:30:55     1639.7 2973.4 1638.4 573.1 1090.3 707.0 1523.3 3750.2 718.4 3383.8 15616.1 1572.1 
08:30:57     1623.0 2972.6 1623.1 565.3 1088.9 699.3 1515.6 3749.5 720.0 3377.2 15633.4 1569.2 
08:30:59     1636.9 2974.2 1623.3 563.8 1089.5 713.5 1522.0 3749.6 726.6 3374.4 15633.2 1582.0 
08:31:01     1641.1 2973.6 1622.5 576.8 1087.8 715.0 1527.8 3749.5 708.8 3384.1 15631.4 1569.5 
08:31:03     1639.1 2973.8 1633.7 570.3 1089.1 715.3 1527.7 3751.0 713.4 3377.4 15630.8 1560.6 
08:31:05     1643.8 2974.3 1633.7 566.9 1089.1 711.3 1523.9 3749.8 720.2 3382.4 15632.2 1580.3 
08:31:07     1638.4 2973.5 1635.1 573.1 1090.1 707.8 1518.3 3749.9 703.9 3381.3 15634.3 1578.3 
08:31:09     1639.3 2975.1 1623.8 563.6 1089.0 704.9 1522.6 3749.7 716.9 3370.8 15631.4 1576.5 
08:31:11     1638.3 2975.0 1619.0 573.0 1090.6 712.9 1519.9 3748.9 722.1 3383.9 15603.4 1589.3 
08:31:14     1646.0 2974.2 1630.1 572.6 1090.5 700.7 1522.2 3747.6 713.6 3388.3 15627.3 1565.2 
08:31:15     1639.1 2977.9 1614.7 564.8 1088.0 718.0 1528.2 3740.6 714.4 3378.7 15628.2 1583.8 
08:31:17     1642.8 2975.1 1641.1 568.3 1091.4 724.9 1526.2 3750.5 722.8 3373.8 15635.1 1577.7 
08:31:19     1642.3 2973.8 1620.3 576.2 1091.1 707.5 1515.6 3749.1 704.5 3381.2 15623.2 1563.7 
08:31:21     1636.8 2975.4 1628.7 575.9 1091.0 706.7 1515.3 3750.2 710.8 3379.6 15634.7 1576.7 
08:31:23     1652.9 2974.8 1632.7 578.2 1090.6 711.5 1526.2 3749.7 729.7 3386.1 15623.3 1576.1 
08:31:25     1646.2 2975.5 1631.2 572.1 1090.8 714.6 1528.4 3744.5 717.3 3382.6 15616.6 1593.6 
08:31:27     1640.7 2975.6 1627.4 562.1 1091.6 715.6 1528.5 3751.5 712.8 3374.5 15634.6 1561.3 
08:31:29     1640.0 2974.6 1632.5 569.5 1090.8 710.6 1522.1 3751.4 707.0 3385.6 15636.7 1566.8 
08:31:31     1648.3 2976.1 1635.3 568.8 1091.0 707.0 1529.6 3751.8 712.8 3383.6 15633.3 1564.2 
08:31:33     1636.5 2975.5 1633.8 578.3 1091.5 723.4 1517.2 3750.8 714.0 3369.2 15635.4 1576.2 
08:31:35     1641.4 2976.7 1629.2 571.1 1090.8 704.0 1529.3 3751.1 713.3 3382.1 15632.4 1571.9 
08:31:37     1635.9 2978.2 1623.6 576.3 1091.6 714.8 1521.7 3751.1 701.8 3373.4 15635.0 1557.1 
08:31:39     1634.6 2976.4 1634.7 585.6 1092.5 703.2 1520.6 3750.3 712.4 3383.5 15633.8 1583.6 
08:31:41     1630.2 2977.0 1635.3 569.0 1091.6 703.6 1522.1 3751.3 696.0 3384.9 15632.0 1574.4 
08:31:43     1639.8 2977.8 1632.0 579.6 1092.3 717.6 1524.6 3750.9 715.3 3382.1 15633.6 1557.8 
08:31:45     1650.3 2975.9 1626.6 571.1 1092.4 718.4 1528.1 3749.5 706.3 3374.8 15634.9 1581.7 
08:31:47     1645.1 2976.5 1643.6 578.1 1092.7 713.5 1526.7 3751.7 706.3 3381.6 15629.7 1599.6 
08:31:49     1632.0 2977.4 1621.2 565.6 1092.2 706.9 1532.2 3749.8 710.3 3387.7 15634.2 1564.1 
08:31:51     1635.8 2978.0 1633.3 571.6 1089.6 709.8 1511.7 3746.4 698.4 3376.8 15616.6 1587.2 
08:31:53     1637.7 2979.3 1639.2 575.3 1091.7 697.2 1513.9 3750.3 705.5 3369.1 15633.3 1575.0 
08:31:55     1634.7 2976.7 1629.4 566.4 1092.2 711.8 1518.0 3750.4 704.4 3371.8 15634.9 1568.2 
08:31:57     1631.3 2976.8 1611.8 575.9 1093.0 715.5 1521.6 3750.7 709.9 3372.8 15635.0 1558.7 
08:31:59     1642.9 2979.5 1626.2 568.2 1092.3 701.9 1510.0 3750.3 719.2 3381.5 15631.1 1568.6 
08:32:01     1634.7 2977.6 1635.1 559.7 1092.5 696.9 1522.8 3751.7 719.0 3384.6 15625.3 1571.3 
08:32:03     1637.7 2979.6 1638.8 571.9 1092.2 703.4 1523.9 3752.3 715.8 3386.5 15632.7 1569.5 
08:32:05     1633.8 2978.8 1618.5 570.8 1093.4 711.9 1523.1 3751.8 706.1 3372.5 15636.6 1573.3 
08:32:07     1634.3 2977.9 1614.3 570.0 1092.5 704.4 1520.7 3751.3 710.0 3378.4 15632.4 1571.9 
08:32:09     1639.6 2979.5 1636.7 578.5 1093.6 708.0 1524.1 3753.0 711.3 3374.4 15634.9 1575.7 
08:32:11     1634.8 2979.8 1647.7 579.8 1094.1 717.5 1524.6 3750.1 703.3 3386.3 15634.7 1581.8 
08:32:13     1632.8 2979.3 1631.1 572.9 1092.9 709.0 1533.9 3752.1 704.9 3384.2 15635.6 1562.5 
08:32:15     1650.1 2982.2 1637.8 571.0 1093.7 718.0 1520.8 3753.4 713.4 3381.7 15636.8 1571.8 
08:32:17     1641.0 2981.4 1633.5 567.4 1094.7 723.4 1516.5 3752.8 704.6 3374.6 15635.2 1547.1 
08:32:19     1635.7 2982.0 1638.5 571.3 1093.5 699.5 1523.2 3753.2 707.5 3383.0 15636.7 1579.4 
08:32:21     1642.9 2979.8 1641.8 579.6 1094.1 700.6 1516.3 3752.6 724.4 3386.1 15637.8 1574.7 
08:32:23     1647.5 2981.6 1640.3 569.6 1092.4 710.6 1524.5 3753.5 713.6 3378.3 15637.3 1568.9 
08:32:25     1647.8 2980.8 1634.3 572.6 1094.8 710.3 1521.8 3752.2 719.5 3370.4 15637.9 1561.0 
08:32:27     1631.5 2984.1 1630.7 581.9 1095.2 724.3 1522.3 3752.9 705.8 3375.3 15639.1 1569.6 
08:32:29     1639.7 2982.8 1637.5 575.9 1095.8 715.0 1522.2 3753.1 713.6 3382.8 15637.4 1570.9 
08:32:31     1637.1 2981.7 1642.8 588.0 1094.7 725.8 1519.8 3753.0 717.5 3390.4 15638.1 1562.2 
08:32:33     1645.5 2981.3 1634.2 565.0 1095.8 713.6 1528.6 3752.1 710.4 3373.7 15638.2 1563.2 
08:32:35     1635.8 2983.3 1635.0 578.6 1096.0 715.2 1527.6 3752.6 705.2 3383.8 15635.8 1575.5 
08:32:37     1652.6 2983.8 1639.2 581.6 1094.8 718.6 1524.3 3753.5 710.6 3361.5 15635.6 1572.2 
08:32:39     1645.5 2982.3 1637.0 590.5 1095.8 712.8 1522.7 3753.3 704.8 3390.1 15637.9 1571.3 
08:32:41     1631.9 2982.8 1629.9 577.6 1096.4 715.1 1518.7 3754.9 712.2 3386.4 15638.4 1578.1 
08:32:43     1645.3 2983.3 1628.0 575.4 1095.8 718.5 1532.9 3754.5 717.7 3369.8 15638.6 1566.6 
08:32:45     1631.2 2983.6 1637.9 573.1 1095.6 719.9 1535.2 3754.5 709.6 3374.7 15637.8 1562.8 
08:32:47     1647.3 2984.3 1642.6 575.6 1096.6 712.9 1529.6 3754.4 713.1 3383.3 15636.7 1571.2 
08:32:49     1649.3 2982.6 1638.5 561.4 1096.2 708.8 1518.5 3753.9 713.8 3382.5 15639.9 1551.8 
08:32:51     1643.5 2982.7 1625.6 574.5 1094.6 719.8 1509.7 3754.2 698.6 3376.6 15640.0 1566.3 
08:32:53     1643.3 2984.0 1646.1 577.1 1095.5 714.0 1527.9 3753.3 706.8 3378.1 15637.0 1580.4 
08:32:55     1645.5 2984.5 1640.0 571.8 1096.1 694.8 1527.0 3754.4 719.6 3383.8 15637.3 1564.5 
08:32:57     1657.0 2984.8 1646.0 580.5 1097.0 712.3 1524.9 3753.7 727.0 3383.8 15637.0 1577.0 
08:32:59     1632.3 2977.8 1637.5 571.8 1096.3 711.8 1524.3 3750.5 710.3 3386.6 15622.3 1582.0 
08:33:01     1642.1 2985.3 1648.1 570.2 1097.6 716.9 1520.2 3753.7 716.8 3387.3 15638.8 1560.7 
08:33:03     1644.7 2988.1 1632.5 566.4 1096.9 703.0 1528.9 3754.7 706.5 3381.7 15638.2 1569.7 
08:33:05     1638.6 2986.0 1635.0 579.0 1096.9 709.3 1525.0 3753.8 714.1 3382.0 15638.3 1570.3 
08:33:07     1644.5 2985.4 1646.0 578.1 1097.5 720.9 1525.0 3754.4 720.5 3393.3 15639.8 1568.6 
08:33:09     1637.5 2986.0 1651.1 579.1 1098.0 720.8 1528.8 3754.5 720.0 3378.8 15639.5 1567.5 
08:33:11     1643.4 2986.5 1635.9 573.5 1097.1 711.6 1518.6 3753.4 721.5 3384.3 15638.0 1564.0 
08:33:13     1636.5 2987.4 1630.3 571.0 1097.6 705.6 1527.5 3753.3 715.3 3375.8 15635.9 1588.2 
08:33:15     1633.7 2986.3 1628.2 576.4 1098.6 712.9 1522.9 3754.2 709.1 3378.0 15637.3 1568.7 
08:33:17     1645.0 2987.3 1625.7 579.0 1099.2 717.1 1512.6 3755.0 712.8 3376.1 15637.5 1555.6 
08:33:19     1646.9 2987.2 1631.9 581.5 1097.4 709.2 1522.4 3753.6 714.8 3379.1 15638.5 1581.0 
08:33:21     1637.9 2987.0 1628.7 570.5 1097.6 708.5 1519.8 3753.6 714.4 3375.0 15630.2 1571.3 
08:33:23     1628.8 2989.3 1628.3 572.9 1097.2 709.0 1531.0 3754.5 715.4 3381.0 15637.5 1582.5 
08:33:25     1639.0 2988.2 1624.6 575.5 1098.8 716.1 1520.8 3755.0 720.7 3383.9 15638.0 1579.8 
08:33:27     1642.3 2987.3 1638.5 568.9 1097.6 728.2 1529.2 3754.5 704.6 3370.2 15638.2 1568.4 
08:33:29     1643.3 2986.7 1648.9 572.2 1099.6 706.4 1520.0 3755.3 710.6 3380.6 15638.2 1564.0 
08:33:31     1640.3 2988.9 1628.0 574.8 1099.2 705.9 1524.3 3753.6 696.9 3375.5 15637.9 1584.2 
08:33:33     1640.2 2988.7 1643.9 568.7 1098.9 712.6 1527.0 3755.0 715.0 3386.1 15638.5 1579.4 
08:33:35     1637.5 2989.9 1637.0 574.5 1098.9 712.9 1523.5 3755.1 704.3 3370.8 15639.8 1570.1 
08:33:37     1640.6 2988.9 1639.4 575.0 1100.0 709.0 1523.0 3755.3 702.0 3383.7 15638.7 1565.1 
08:33:39     1657.6 2990.3 1636.3 573.2 1100.0 716.6 1522.7 3755.6 711.8 3378.1 15639.0 1570.8 
08:33:41     1636.1 2989.7 1626.7 584.3 1100.0 717.0 1531.9 3755.3 714.6 3378.8 15639.1 1571.8 
08:33:43     1640.3 2988.6 1647.1 576.3 1099.9 691.5 1525.3 3757.1 712.8 3378.0 15641.3 1568.9 
08:33:45     1645.3 2990.5 1640.8 582.6 1100.8 728.9 1515.3 3757.0 724.6 3378.7 15641.0 1565.1 
08:33:47     1644.9 2989.9 1652.5 570.6 1100.7 716.5 1535.1 3755.9 716.8 3373.6 15623.5 1567.0 
08:33:49     1645.2 2990.4 1639.7 572.0 1100.5 709.7 1527.1 3754.9 711.1 3384.2 15640.4 1569.1 
08:33:51     1643.5 2989.9 1637.0 571.8 1099.4 714.5 1520.3 3756.7 705.2 3385.1 15639.6 1580.5 
08:33:53     1641.3 2990.3 1645.6 577.0 1100.5 717.0 1528.2 3756.1 704.2 3377.5 15640.5 1561.1 
08:33:55     1648.7 2990.6 1632.7 581.7 1100.5 712.6 1524.5 3755.8 707.1 3380.1 15641.2 1573.2 
08:33:57     1639.6 2991.4 1651.5 577.5 1099.6 715.4 1522.3 3756.4 714.9 3385.1 15640.2 1574.6 
08:33:59     1643.1 2991.6 1645.5 576.2 1100.8 723.1 1518.4 3756.2 702.5 3382.2 15639.4 1566.2 
08:34:01     1644.5 2992.1 1643.3 573.6 1101.1 711.5 1528.8 3756.6 708.8 3380.3 15639.6 1566.7 
08:34:03     1639.9 2990.8 1642.4 582.2 1101.0 705.5 1523.2 3755.3 714.2 3375.7 15641.5 1559.6 
08:34:05     1634.3 2990.7 1648.6 582.0 1100.4 715.8 1522.6 3756.1 718.5 3380.3 15641.3 1567.5 
08:34:07     1651.7 2993.2 1629.1 573.8 1100.2 706.4 1515.8 3755.4 711.8 3372.8 15638.4 1579.5 
08:34:09     1646.0 2993.0 1642.0 568.0 1101.1 713.2 1518.7 3757.1 699.0 3378.9 15641.0 1579.7 
08:34:11     1646.7 2990.2 1638.6 578.8 1101.2 714.3 1511.7 3756.8 712.4 3382.8 15641.2 1571.9 
08:34:13     1654.7 2991.4 1636.6 572.4 1100.8 715.5 1525.3 3756.5 701.8 3379.4 15640.9 1570.9 
08:34:15     1653.7 2992.4 1638.9 575.0 1100.7 706.8 1522.0 3756.3 715.1 3375.9 15640.2 1562.5 
08:34:17     1645.1 2992.8 1631.2 577.7 1101.7 717.8 1528.8 3757.3 717.3 3383.1 15639.8 1573.5 
08:34:19     1646.4 2992.2 1638.2 568.7 1100.3 710.5 1518.9 3756.3 711.7 3384.5 15641.8 1575.9 
08:34:21     1646.8 2991.1 1632.9 582.7 1101.2 722.9 1519.5 3757.0 713.6 3375.2 15640.5 1583.3 
08:34:23     1642.0 2991.3 1635.8 573.1 1100.8 711.4 1523.8 3757.7 702.3 3385.1 15641.2 1566.6 
08:34:25     1649.9 2991.9 1641.0 568.7 1100.8 716.3 1524.7 3756.8 701.7 3379.1 15641.4 1566.3 
08:34:27     1646.8 2992.8 1639.2 574.1 1100.7 715.2 1519.1 3756.6 714.7 3373.4 15642.2 1570.1 
08:34:29     1644.2 2990.3 1624.9 580.3 1102.3 723.2 1528.7 3756.8 708.6 3363.7 15641.9 1563.3 
08:34:31     1647.2 2992.0 1629.3 580.6 1101.1 699.5 1528.1 3755.4 706.0 3375.8 15635.7 1577.2 
08:34:33     1646.6 2992.1 1650.7 562.6 1101.7 722.2 1521.2 3756.5 713.9 3381.8 15639.4 1569.4 
08:34:35     1637.5 2994.3 1631.5 573.6 1100.2 698.2 1520.9 3757.9 714.3 3380.8 15639.6 1564.5 
08:34:37     1641.4 2993.3 1637.5 575.8 1102.4 721.5 1527.9 3756.9 718.1 3388.8 15641.2 1573.4 
08:34:40     1638.2 2992.2 1631.1 576.3 1102.0 722.2 1523.7 3756.5 704.0 3377.9 15641.7 1570.3 
08:34:41     1641.1 2992.5 1647.3 581.9 1102.5 707.5 1533.1 3757.9 713.4 3376.6 15640.8 1561.3 
08:34:43     1654.1 2993.4 1640.2 585.8 1101.9 702.4 1529.1 3757.6 706.0 3381.1 15641.6 1556.6 
08:34:45     1644.8 2993.8 1638.2 567.1 1100.6 716.8 1514.2 3756.8 712.9 3382.6 15642.4 1560.0 
08:34:47     1639.9 2993.3 1643.9 575.2 1101.8 706.9 1527.3 3757.6 709.4 3382.3 15639.4 1577.1 
08:34:49     1640.2 2993.7 1625.6 567.9 1101.6 705.5 1521.2 3756.6 716.3 3380.0 15640.3 1567.5 
08:34:51     1642.2 2993.3 1628.4 570.0 1102.1 713.5 1527.1 3757.4 706.4 3375.8 15640.6 1566.2 
08:34:53     1641.8 2994.5 1655.7 583.2 1102.7 719.9 1514.1 3757.8 710.4 3383.2 15641.7 1580.1 
08:34:55     1650.1 2994.7 1638.3 569.1 1101.3 715.2 1526.5 3757.3 722.9 3377.0 15639.9 1578.4 
08:34:57     1636.0 2995.1 1629.7 575.0 1101.8 712.6 1522.3 3757.5 714.5 3381.2 15640.4 1567.0 
08:34:59     1641.3 2993.8 1637.3 579.6 1103.1 712.4 1534.3 3757.3 710.2 3377.9 15643.4 1556.3 
08:35:01     1641.8 2994.7 1640.6 579.5 1103.1 729.1 1519.0 3757.7 708.1 3388.1 15642.7 1568.3 
08:35:04     1634.1 2994.1 1632.5 571.9 1102.8 712.7 1516.7 3757.6 700.7 3377.5 15641.5 1576.7 
08:35:05     1645.0 2995.8 1636.6 577.6 1102.5 714.8 1526.9 3757.6 713.7 3378.4 15640.8 1561.8 
08:35:07     1648.3 2996.8 1645.8 576.7 1103.4 703.4 1528.3 3757.9 728.0 3395.5 15640.4 1565.6 
08:35:09     1646.0 2995.7 1658.0 570.2 1103.0 699.7 1527.5 3758.5 716.1 3386.9 15640.6 1566.2 
08:35:11     1639.3 2996.0 1642.2 570.5 1104.4 719.5 1528.8 3758.1 705.6 3383.6 15643.1 1568.9 
08:35:13     1654.3 2995.5 1650.4 577.3 1104.0 707.8 1518.8 3759.6 707.7 3373.4 15638.7 1585.8 
08:35:15     1634.0 2997.2 1644.5 573.1 1102.8 700.8 1521.1 3759.2 708.3 3385.2 15642.3 1567.7 
08:35:17     1641.6 2998.1 1638.7 573.2 1104.8 711.5 1521.4 3759.9 713.9 3368.5 15641.5 1557.3 
08:35:19     1652.9 2995.0 1635.9 568.7 1103.0 708.1 1518.8 3759.4 700.2 3380.6 15641.7 1570.4 
08:35:21     1635.3 2997.4 1631.9 580.1 1105.9 715.8 1522.0 3760.3 704.8 3386.5 15642.3 1565.5 
08:35:23     1649.5 2997.4 1640.5 572.3 1105.9 710.2 1521.3 3760.9 720.4 3378.4 15642.5 1551.4 
08:35:26     1644.2 2998.3 1672.4 575.5 1105.6 715.5 1526.7 3759.3 709.1 3383.3 15644.0 1556.2 
08:35:27     1646.7 2998.2 1649.5 566.1 1105.6 703.3 1525.5 3760.1 707.7 3377.8 15641.7 1569.9 
08:35:29     1642.9 2998.7 1649.8 573.5 1105.3 712.6 1521.6 3759.8 727.5 3385.7 15641.8 1566.1 
08:35:31     1657.7 2998.7 1651.8 573.6 1106.3 709.0 1523.0 3760.1 723.6 3381.6 15642.7 1571.1 
08:35:33     1648.7 2999.5 1647.4 573.4 1105.9 715.1 1521.3 3761.9 693.6 3376.0 15643.1 1566.3 
08:35:35     1636.3 2999.3 1636.1 575.7 1108.0 706.8 1523.1 3761.0 700.1 3386.9 15643.5 1570.0 
08:35:37     1643.5 3000.9 1652.2 580.3 1106.1 718.7 1524.5 3760.9 720.0 3382.9 15644.0 1577.2 
08:35:39     1647.8 3000.8 1644.4 577.0 1106.6 702.8 1522.0 3760.7 701.6 3389.2 15641.1 1579.6 
08:35:41     1644.1 3001.6 1642.9 577.9 1109.6 711.3 1523.3 3762.0 700.9 3380.9 15644.5 1560.9 
08:35:43     1642.2 3001.3 1646.0 576.4 1108.8 691.0 1525.9 3761.8 712.4 3375.6 15645.4 1566.7 
08:35:45     1641.8 3002.0 1633.2 572.9 1108.3 708.0 1516.8 3760.8 714.6 3371.8 15644.5 1560.7 
08:35:47     1654.0 3002.7 1653.0 568.0 1107.6 705.1 1527.8 3762.0 691.7 3377.0 15645.5 1566.4 
08:35:49     1645.8 3002.2 1634.0 576.6 1107.9 716.4 1532.8 3761.2 720.1 3381.6 15645.7 1568.8 
08:35:51     1648.2 3002.8 1649.3 575.5 1108.3 710.5 1525.8 3761.9 714.5 3385.1 15646.9 1580.8 
08:35:53     1650.6 3002.5 1647.4 573.2 1108.6 715.7 1522.0 3762.3 709.5 3383.0 15645.2 1569.8 
08:35:55     1651.1 3003.8 1633.1 581.4 1108.3 713.5 1520.3 3761.2 708.5 3390.8 15645.2 1570.1 
08:35:57     1651.0 3004.3 1652.0 578.2 1108.6 716.3 1511.8 3761.1 702.7 3388.4 15641.9 1587.7 
08:35:59     1639.6 3001.5 1644.8 576.7 1110.7 715.5 1525.5 3761.9 704.1 3387.9 15627.8 1602.0 
08:36:01     1644.1 3002.8 1655.2 577.5 1109.3 717.3 1525.4 3761.8 711.1 3388.8 15643.8 1567.3 
08:36:03     1639.6 3004.6 1639.3 576.3 1108.9 721.4 1517.9 3761.6 703.5 3376.2 15645.0 1584.1 
08:36:05     1650.8 3003.9 1650.1 565.3 1108.2 705.0 1522.5 3760.6 712.6 3371.1 15644.2 1561.4 
08:36:07     1650.6 3003.2 1639.9 575.9 1108.1 711.5 1522.6 3762.3 709.5 3375.7 15642.6 1555.1 
08:36:09     1647.9 3003.8 1636.4 577.5 1108.2 719.6 1520.4 3761.7 706.6 3385.6 15645.4 1563.6 
08:36:11     1650.9 3003.1 1659.0 586.8 1109.5 703.9 1527.7 3760.5 720.0 3390.3 15643.1 1563.2 
08:36:13     1640.7 3004.0 1640.1 574.4 1109.1 711.2 1519.7 3758.1 701.5 3377.6 15643.4 1554.1 
08:36:15     1645.0 3004.6 1653.0 581.5 1108.5 707.8 1516.3 3761.7 717.5 3385.7 15643.7 1575.1 
08:36:18     1639.0 3003.2 1656.9 570.9 1109.2 714.8 1517.1 3761.3 696.8 3380.0 15644.8 1565.3 
08:36:19     1636.2 3004.4 1637.5 567.3 1110.1 719.1 1524.8 3761.4 711.3 3386.9 15643.3 1577.0 
08:36:21     1640.2 3005.2 1640.9 587.4 1111.0 730.2 1530.8 3762.0 695.8 3381.1 15644.0 1575.3 
08:36:23     1647.8 3005.0 1639.4 570.6 1109.6 717.6 1529.6 3761.4 713.7 3374.5 15644.9 1556.8 
08:36:25     1632.8 3006.2 1638.2 578.9 1110.7 711.0 1528.6 3761.1 708.9 3377.2 15644.5 1563.1 
08:36:27     1642.3 3004.6 1650.4 578.0 1109.2 704.0 1521.4 3762.1 713.1 3380.6 15645.5 1568.8 
08:36:29     1639.6 3004.9 1648.2 576.4 1110.3 729.6 1530.4 3762.3 707.8 3387.0 15644.4 1565.5 
08:36:31     1640.0 3004.6 1630.4 576.7 1110.5 710.0 1536.8 3763.2 706.5 3377.9 15644.6 1578.0 
08:36:33     1644.7 3006.0 1652.4 572.0 1110.1 710.9 1522.6 3762.5 708.1 3374.8 15645.9 1556.5 
08:36:35     1647.4 3007.6 1638.0 569.5 1110.9 705.9 1522.5 3763.6 704.4 3382.7 15645.0 1561.9 
08:36:37     1653.2 3006.2 1645.0 580.7 1111.0 717.7 1531.6 3762.3 713.6 3383.5 15646.8 1569.8 
08:36:39     1652.0 3006.4 1645.1 576.1 1110.3 720.3 1527.6 3762.8 705.6 3377.5 15647.2 1567.4 
08:36:41     1648.2 3007.3 1659.0 568.4 1111.0 724.4 1526.7 3764.6 717.0 3388.2 15647.1 1569.7 
08:36:43     1648.3 3007.1 1650.7 572.5 1110.1 724.3 1522.5 3764.4 725.4 3378.8 15646.9 1557.4 
08:36:45     1652.0 3008.1 1645.7 569.4 1111.6 714.7 1524.5 3764.4 718.2 3382.3 15646.5 1574.7 
08:36:47     1647.7 3007.4 1641.5 580.4 1112.4 718.7 1527.0 3765.3 694.8 3381.9 15647.5 1568.7 
08:36:49     1644.9 3007.3 1650.5 572.1 1112.8 721.8 1521.5 3765.1 713.8 3374.3 15647.7 1548.5 
08:36:51     1643.8 3008.4 1647.3 577.3 1113.5 705.5 1523.2 3765.0 713.7 3384.3 15647.2 1578.2 
08:36:53     1644.9 3010.9 1642.2 577.0 1112.5 706.8 1531.5 3765.7 718.5 3391.3 15646.8 1579.3 
08:36:55     1646.1 3009.8 1647.2 577.8 1112.1 726.7 1532.9 3764.5 701.6 3386.3 15647.5 1564.0 
08:36:57     1641.7 3010.0 1640.9 576.9 1112.1 713.8 1523.0 3766.8 706.0 3381.4 15649.0 1565.7 
08:36:59     1639.0 3008.2 1650.1 580.4 1112.5 719.6 1519.3 3764.3 710.2 3378.5 15647.4 1565.9 
08:37:01     1639.6 3010.8 1639.0 573.0 1112.4 720.4 1516.3 3764.7 719.1 3387.4 15646.9 1577.2 
08:37:03     1645.6 3012.4 1646.4 560.1 1112.3 698.7 1526.7 3765.6 719.8 3379.7 15648.6 1578.6 
08:37:05     1648.9 3009.3 1637.2 578.7 1113.7 710.5 1526.7 3765.4 711.3 3381.1 15649.0 1578.8 
08:37:07     1649.3 3009.3 1642.0 578.5 1113.5 712.7 1528.5 3766.2 709.0 3379.1 15650.1 1555.7 
08:37:09     1654.2 3010.3 1644.3 571.2 1112.8 713.7 1520.1 3764.4 718.1 3389.9 15649.5 1586.2 
08:37:11     1654.3 3010.7 1648.4 574.9 1113.6 714.0 1521.2 3765.7 709.9 3382.3 15649.4 1562.3 
08:37:13     1640.9 3011.6 1630.0 580.3 1113.6 716.4 1525.1 3765.7 713.1 3381.6 15649.6 1565.0 
08:37:15     1649.6 3009.9 1653.8 579.7 1114.6 716.9 1531.5 3765.1 720.6 3381.8 15651.0 1554.9 
08:37:17     1642.7 3009.4 1646.6 570.4 1113.7 714.8 1532.2 3766.5 706.0 3373.7 15649.7 1574.0 
08:37:19     1651.2 3010.2 1643.3 565.4 1113.7 711.2 1526.8 3765.4 708.8 3386.3 15650.0 1582.3 
08:37:21     1642.5 3010.2 1657.8 581.9 1114.5 724.8 1514.8 3765.6 716.5 3390.7 15648.5 1563.8 
08:37:23     1630.2 3009.6 1659.3 573.1 1114.6 728.1 1527.3 3765.6 718.1 3385.6 15649.5 1567.6 
08:37:25     1649.3 3010.2 1639.2 567.2 1113.2 700.5 1526.2 3765.4 705.8 3379.5 15649.0 1566.8 
08:37:27     1653.2 3011.3 1641.9 577.2 1113.6 704.2 1520.8 3764.3 718.5 3383.8 15648.8 1564.0 
08:37:29     1652.5 3013.1 1636.7 571.2 1114.8 727.9 1515.9 3765.6 712.5 3381.8 15647.6 1568.4 
08:37:31     1648.3 3011.8 1654.3 570.2 1113.8 700.6 1519.7 3765.9 713.8 3384.5 15647.5 1577.8 
08:37:33     1640.1 3011.0 1652.5 579.0 1114.1 728.3 1526.5 3765.5 704.4 3370.8 15648.7 1571.7 
